,Unnamed: 0,oracle_id,name,name_ja,banned,mv,rarity,text,type,power,toughness,w,u,b,r,g,c
118,118,79644192-8f99-4d04-b151-6f74a4dbda0a,Amrou Kithkin,アムロー・キスキン,False,2,common,Amrou Kithkin can't be blocked by creatures with power 3 or greater.,Creature — Kithkin,1,1,True,False,False,False,False,False
119,119,73a1552e-bbfa-445e-8306-b347354c0364,Amugaba,アムガバ,False,7,rare,"Flying
{2}{U}, Discard a card: Return Amugaba to its owner's hand.",Creature — Illusion,6,6,False,True,False,False,False,False
120,120,8eca999e-f7f8-4354-b419-2df4249c4361,Amulet of Kroog,クルーグの護符,False,2,common,"{2}, {T}: Prevent the next 1 damage that would be dealt to any target this turn.",Artifact,,,False,False,False,False,False,True
121,121,a06f8476-0a23-413a-bc28-8dc2427fdc2a,Amulet of Quoz,,True,6,rare,"Remove Amulet of Quoz from your deck before playing if you're not playing for ante.
{T}, Sacrifice Amulet of Quoz: Target opponent may ante the top card of their library. If they don't, you flip a coin. If you win the flip, that player loses the game. If you lose the flip, you lose the game. Activate only during your upkeep.",Artifact,,,False,False,False,False,False,True
122,122,945d5351-ce7d-488c-bc63-269ad82b74cb,Amulet of Unmaking,消滅の護符,False,5,rare,"{5}, {T}, Exile Amulet of Unmaking: Exile target artifact, creature, or land. Activate only as a sorcery.",Artifact,,,False,False,False,False,False,True
123,123,7131cdb6-15d0-407e-a7e2-b2a0deef9363,An-Havva Constable,アン＝ハヴァの治安官,False,3,rare,An-Havva Constable's toughness is equal to 1 plus the number of green creatures on the battlefield.,Creature — Human,2,1,False,False,False,False,True,False
124,124,3cd72848-7b99-4d46-96f5-53f297c9d2a0,An-Havva Inn,,False,3,uncommon,"You gain X plus 1 life, where X is the number of green creatures on the battlefield.",Sorcery,,,False,False,False,False,True,False
125,125,40ae17be-9998-4ee4-9d95-82a08895405f,An-Havva Township,,False,0,uncommon,"{T}: Add {C}.
{1}, {T}: Add {G}.
{2}, {T}: Add {R} or {W}.",Land,,,False,False,False,False,False,True
126,126,f805b100-49b8-4d23-a768-e8de8bb0daa3,An-Zerrin Ruins,,False,4,rare,"As An-Zerrin Ruins enters the battlefield, choose a creature type.
Creatures of the chosen type don't untap during their controllers' untap steps.",Enchantment,,,False,False,False,True,False,False
127,127,f543dfcd-015e-48bc-851d-08002d0241fa,Ana Disciple,アナの信奉者,False,1,common,"{U}, {T}: Target creature gains flying until end of turn.
{B}, {T}: Target creature gets -2/-0 until end of turn.",Creature — Human Wizard,1,1,False,False,False,False,True,False
128,128,51f17fe1-1cf7-4362-b9a2-8ec225d41b03,Ana Sanctuary,アナの聖域,False,3,uncommon,"At the beginning of your upkeep, if you control a blue or black permanent, target creature gets +1/+1 until end of turn. If you control a blue permanent and a black permanent, that creature gets +5/+5 until end of turn instead.",Enchantment,,,False,False,False,False,True,False
129,129,9d2e7422-397a-47d4-9a1e-1957c7db9a18,Anaba Ancestor,,False,2,rare,{T}: Another target Minotaur creature gets +1/+1 until end of turn.,Creature — Minotaur Spirit,1,1,False,False,False,True,False,False
130,130,8c64db66-879e-46ad-9d11-8a95b6cf5d19,Anaba Bodyguard,アナーバのボディガード,False,4,common,First strike (This creature deals combat damage before creatures without first strike.),Creature — Minotaur,2,3,False,False,False,True,False,False
131,131,bc416c17-e1f0-4344-8c21-6184cac10205,Anaba Shaman,アナーバのシャーマン,False,4,common,"{R}, {T}: Anaba Shaman deals 1 damage to any target.",Creature — Minotaur Shaman,2,2,False,False,False,True,False,False
132,132,e9bee79c-144f-41e4-a53d-17df8381f691,Anaba Spirit Crafter,,False,4,rare,Minotaur creatures get +1/+0.,Creature — Minotaur Shaman,1,3,False,False,False,True,False,False
133,133,3eff03f1-2c5f-4c59-b465-a8c4cd05e1ba,Anaconda,アナコンダ,False,4,uncommon,Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.),Creature — Snake,3,3,False,False,False,False,True,False
134,134,82b9ad93-df75-4417-9746-798db8fe6ba0,Anarchist,無政府主義者,False,5,common,"When Anarchist enters the battlefield, you may return target sorcery card from your graveyard to your hand.",Creature — Human Wizard,2,2,False,False,False,True,False,False
135,135,b91ed762-9232-4b77-abf4-97f66637f49c,Anarchy,,False,4,uncommon,Destroy all white permanents.,Sorcery,,,False,False,False,True,False,False
136,136,03a4cbe2-cf35-4c2c-b035-666f994ffd09,Anavolver,アナボルバー,False,4,rare,"Kicker {1}{U} and/or {B} (You may pay an additional {1}{U} and/or {B} as you cast this spell.)
If Anavolver was kicked with its {1}{U} kicker, it enters the battlefield with two +1/+1 counters on it and with flying.
If Anavolver was kicked with its {B} kicker, it enters the battlefield with a +1/+1 counter on it and with ""Pay 3 life: Regenerate Anavolver.""",Creature — Volver,3,3,False,False,False,False,True,False
137,137,fc2ccab7-cab1-4463-b73d-898070136d74,Ancestor's Chosen,祖神に選ばれし者,False,7,uncommon,"First strike (This creature deals combat damage before creatures without first strike.)
When Ancestor's Chosen enters the battlefield, you gain 1 life for each card in your graveyard.",Creature — Human Cleric,4,4,True,False,False,False,False,False
138,138,274ce6b0-af29-4afc-873b-b4126a67bd81,Ancestor's Prophet,祖神の預言者,False,5,rare,Tap five untapped Clerics you control: You gain 10 life.,Creature — Human Cleric,1,5,True,False,False,False,False,False
139,139,2786f210-ec64-46ea-9a7f-b03759fb1dae,Ancestral Knowledge,祖先の知識,False,2,rare,"Cumulative upkeep {1} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
When Ancestral Knowledge enters the battlefield, look at the top ten cards of your library, then exile any number of them and put the rest back on top of your library in any order.
When Ancestral Knowledge leaves the battlefield, shuffle your library.",Enchantment,,,False,True,False,False,False,False
140,140,db5380ed-ba28-4ea2-abc3-4998e2022903,Ancestral Mask,祖先の仮面,False,3,common,"Enchant creature
Enchanted creature gets +2/+2 for each other enchantment on the battlefield.",Enchantment — Aura,,,False,False,False,False,True,False
141,141,95a2802a-2621-40c3-84f8-51e8aad7b6f0,Ancestral Memories,祖先の記憶,False,5,rare,Look at the top seven cards of your library. Put two of them into your hand and the rest into your graveyard.,Sorcery,,,False,True,False,False,False,False
142,142,380ea3b6-8eb4-466a-8680-ce5cfed9b8c4,Ancestral Tribute,先祖からの貢ぎ物,False,7,rare,"You gain 2 life for each card in your graveyard.
Flashback {9}{W}{W}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",Sorcery,,,True,False,False,False,False,False
143,143,78725353-9274-420a-b722-add0f43c444e,Ancient Craving,古えの渇望,False,4,rare,You draw three cards and you lose 3 life.,Sorcery,,,False,False,True,False,False,False
144,144,8e1d3722-9bd1-4ab7-b4a5-9265fca3aba9,Ancient Hydra,古代のハイドラ,False,5,uncommon,"Fading 5 (This creature enters the battlefield with five fade counters on it. At the beginning of your upkeep, remove a fade counter from it. If you can't, sacrifice it.)
{1}, Remove a fade counter from Ancient Hydra: It deals 1 damage to any target.",Creature — Hydra,5,1,False,False,False,True,False,False
145,145,598a7347-b772-4839-a02f-b930076c1354,Ancient Kavu,年経たカヴー,False,4,common,{2}: Ancient Kavu becomes colorless until end of turn.,Creature — Kavu,3,3,False,False,False,True,False,False
146,146,2076b2a7-6e07-4b6d-ae17-c1cfd0961022,Ancient Ooze,古代の軟泥,False,7,rare,Ancient Ooze's power and toughness are each equal to the total mana value of other creatures you control.,Creature — Ooze,0,0,False,False,False,False,True,False
147,147,1a128c02-febf-4ce6-b4d1-28274b5c4ff0,Ancient Runes,古代ルーン文字,False,3,uncommon,"At the beginning of each player's upkeep, Ancient Runes deals damage to that player equal to the number of artifacts they control.",Enchantment,,,False,False,False,True,False,False
148,148,5f12134c-d626-4a5e-8653-700681a491fc,Ancient Silverback,年経たシルバーバック,False,6,rare,"{G}: Regenerate Ancient Silverback. (The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)",Creature — Ape,6,5,False,False,False,False,True,False
149,149,28537019-3061-4efc-8e87-9bb805bf520f,Ancient Spider,年経た蜘蛛,False,4,rare,First strike; reach (This creature can block creatures with flying.),Creature — Spider,2,5,True,False,False,False,True,False
150,150,2160849a-184f-4a49-8931-fd021e16f7cb,Ancient Spring,古き泉,False,0,common,"Ancient Spring enters the battlefield tapped.
{T}: Add {U}.
{T}, Sacrifice Ancient Spring: Add {W}{B}.",Land,,,False,False,False,False,False,True
151,151,23467047-6dba-4498-b783-1ebc4f74b8c2,Ancient Tomb,古えの墳墓,False,0,uncommon,{T}: Add {C}{C}. Ancient Tomb deals 2 damage to you.,Land,,,False,False,False,False,False,True
152,152,09bfc3b1-cc40-4cb9-87e4-86b0018caa75,Andradite Leech,ざくろ石のヒル,False,3,rare,"Black spells you cast cost {B} more to cast.
{B}: Andradite Leech gets +1/+1 until end of turn.",Creature — Leech,2,2,False,False,True,False,False,False
153,153,07eb70cf-e6af-4924-a00d-bdf2c6ba78e1,Angel of Fury,憤怒の天使,False,6,rare,"Flying
When Angel of Fury dies, you may shuffle it into its owner's library.",Creature — Angel,3,5,True,False,False,False,False,False
154,154,d12cf640-ff60-4935-a2c7-28ab788de42c,Angel of Light,,False,5,uncommon,"Flying, vigilance",Creature — Angel,3,3,True,False,False,False,False,False
155,155,a2daaf32-dbfe-4618-892e-0da24f63a44a,Angel of Mercy,慈悲の天使,False,5,uncommon,"Flying
When Angel of Mercy enters the battlefield, you gain 3 life.",Creature — Angel,3,3,True,False,False,False,False,False
156,156,248dcf69-b99e-4a71-b9b3-7fd865f873ab,Angel of Retribution,天罰の天使,False,7,rare,"Flying, first strike",Creature — Angel,5,5,True,False,False,False,False,False
157,157,f187f766-3696-419e-9865-58023a46446b,Angel's Trumpet,天使のトランペット,False,3,uncommon,"All creatures have vigilance.
At the beginning of each player's end step, tap all untapped creatures that player controls that didn't attack this turn. Angel's Trumpet deals damage to the player equal to the number of creatures tapped this way.",Artifact,,,False,False,False,False,False,True
158,158,1a587b8d-fcb4-47ca-9689-610897117166,Angelfire Crusader,天使の炎の十字軍,False,4,common,{R}: Angelfire Crusader gets +1/+0 until end of turn.,Creature — Human Soldier Knight,2,3,True,False,False,False,False,False
159,159,d3758fca-0522-4b5a-a1cc-3b2b3ab299ba,Angelic Blessing,天使の祝福,False,3,common,Target creature gets +3/+3 and gains flying until end of turn. (It can't be blocked except by creatures with flying or reach.),Sorcery,,,True,False,False,False,False,False
160,160,e66b12ff-45da-46dc-9148-bd8ea9b7fde0,Angelic Chorus,天使の合唱,False,5,rare,"Whenever a creature enters the battlefield under your control, you gain life equal to its toughness.",Enchantment,,,True,False,False,False,False,False
161,161,cca29a9b-794f-4712-8e6c-36ce3da9cb8b,Angelic Curator,天使の学芸員,False,2,common,"Flying, protection from artifacts",Creature — Angel Spirit,1,1,True,False,False,False,False,False
162,162,37162c6e-ac31-4386-9d1e-76aa66070b35,Angelic Favor,天使の好意,False,4,uncommon,"If you control a Plains, you may tap an untapped creature you control rather than pay this spell's mana cost.
Cast this spell only during combat.
Create a 4/4 white Angel creature token with flying. Exile it at the beginning of the next end step.",Instant,,,True,False,False,False,False,False
163,163,f7f76abc-8656-4e97-9b7f-7f89ca3e6d93,Angelic Page,天使の従者,False,2,common,"Flying
{T}: Target attacking or blocking creature gets +1/+1 until end of turn.",Creature — Angel Spirit,1,1,True,False,False,False,False,False
164,164,cff434e1-e567-4a80-8dc5-593d70b0f348,Angelic Protector,庇護の天使,False,4,uncommon,"Flying
Whenever Angelic Protector becomes the target of a spell or ability, Angelic Protector gets +0/+3 until end of turn.",Creature — Angel,2,2,True,False,False,False,False,False
165,165,f86bcdde-8b1f-4efa-a01d-39e09dc826d0,Angelic Renewal,蘇生の天使,False,2,common,"Whenever a creature is put into your graveyard from the battlefield, you may sacrifice Angelic Renewal. If you do, return that card to the battlefield.",Enchantment,,,True,False,False,False,False,False
166,166,05b020fd-21be-495d-ae45-7de3b1224e6d,Angelic Shield,天使の盾,False,2,uncommon,"Creatures you control get +0/+1.
Sacrifice Angelic Shield: Return target creature to its owner's hand.",Enchantment,,,True,True,False,False,False,False
167,167,3485109b-251f-4bef-a069-308031f47912,Angelic Voices,天使の声,False,4,rare,"Creatures you control get +1/+1 as long as you control no nonartifact, nonwhite creatures.",Enchantment,,,True,False,False,False,False,False
168,168,4502b24f-604b-4e36-9168-31c1a1ab4dab,Angelic Wall,天使の壁,False,2,common,"Defender (This creature can't attack.)
Flying",Creature — Wall,0,4,True,False,False,False,False,False
169,169,eaabd151-2160-4bff-82c0-3fa88659be98,Anger,憤怒,False,4,uncommon,"Haste
As long as Anger is in your graveyard and you control a Mountain, creatures you control have haste.",Creature — Incarnation,2,2,False,False,False,True,False,False
170,170,967c2c79-7e49-448d-8d30-b2eb08b21d0a,Angry Mob,怒れる群衆,False,4,uncommon,"Trample
As long as it's your turn, Angry Mob's power and toughness are each equal to 2 plus the number of Swamps your opponents control. As long as it's not your turn, Angry Mob's power and toughness are each 2.",Creature — Human,2,2,True,False,False,False,False,False
171,171,6fa9debf-c60e-432d-86c8-aed16556c532,Animal Boneyard,獣の墓場,False,3,uncommon,"Enchant land
Enchanted land has ""{T}, Sacrifice a creature: You gain life equal to the sacrificed creature's toughness.""",Enchantment — Aura,,,True,False,False,False,False,False
172,172,a1bdf7f1-e3f7-4a13-9cf0-a2394df6cc74,Animal Magnetism,動物の魅了,False,5,rare,Reveal the top five cards of your library. An opponent chooses a creature card from among them. Put that card onto the battlefield and the rest into your graveyard.,Sorcery,,,False,False,False,False,True,False
173,173,2dd7a4dc-902a-4e85-8a3b-c96a898fba86,Animate Artifact,動く秘宝,False,4,uncommon,"Enchant artifact
As long as enchanted artifact isn't a creature, it's an artifact creature with power and toughness each equal to its mana value.",Enchantment — Aura,,,False,True,False,False,False,False
174,174,c0d8fef4-65f4-4769-982d-b397d2b7e977,Animate Dead,動く死体,False,2,uncommon,"Enchant creature card in a graveyard
When Animate Dead enters the battlefield, if it's on the battlefield, it loses ""enchant creature card in a graveyard"" and gains ""enchant creature put onto the battlefield with Animate Dead."" Return enchanted creature card to the battlefield under your control and attach Animate Dead to it. When Animate Dead leaves the battlefield, that creature's controller sacrifices it.
Enchanted creature gets -1/-0.",Enchantment — Aura,,,False,False,True,False,False,False
